,Unnamed: 0,comment_text,toxic
19608,19608,I would not like to see this section created. It's trite and unnecessary.,0
28590,28590,"""Your username, Niggerspicjew, has been blocked indefinitely because it is either inappropriate or too similar to an existing username (see our blocking policy for more information).
You are encouraged to create a new account and contribute to Wikipedia under a more appropriate username, and in a constructive manner. See Wikipedia:Username for guidance on selecting an appropriate username. You may also edit Wikipedia without creating an account. If you would like to discuss the block, you may edit your talk page or email the administrator who blocked you. —  (~) 16:42, 08 October 2006""",0
16130,16130,"""

 Thanks 

Thanks for the tip Buddy.  walkie-talkie 

 KY highway page 

I'm currently cleaning up the page. Please do not edit it. Thanks.  Let's Go Mets - Stats 

 Your first barnstar! 

{| style=""""border: 1px solid gray; background-color: #fdffe7;""""
|rowspan=""""2"""" valign=""""middle"""" | 
|rowspan=""""2"""" |
|style=""""font-size: x-large; padding: 0; vertical-align: middle; height: 1.1em;"""" | The Tireless Contributor Barnstar
|-
|style=""""vertical-align: middle; border-top: 1px solid gray;"""" | I hereby award BigrTex the tireless contributor barnstar due to his outstanding amount of high quality edits. Hikaru """,0
9357,9357,"kids incorporated 

SHUT THE HELL UP.",1
20365,20365,""":Provide reliable sources, or your edits will be reverted. Here's one refering to a """"sickening terrorist attack in Manchester"""".   

Do you have any reliable sources contradicting the above source?   

Since you remove the term """"terrorist"""" from the article, I'm assuming you do have reliable sources. What are these?   

AN/I
I made a mistake by misinterpreting what had happened. In this instance, removal was the best option. A slightly longer explanation is at the relevant place on WP:AN/I. My apologies.  (talk)

Collins

I've made a new edit on the Collins article. Please clean it up as you please, but don't revert. The previous edit is misleading and portrays the idea that the army was made up on pro-treaty veterans rather than the fact that most of the new soldiers were not. And its also an old cover up of the fact that ex British veterans fought in Free State army, which caused much consternation among the Irregulars.   

""",0
21064,21064,"""

Impumozhi and his knowledge (or lack of) about rajputs
 

Incident 1: Impumozhi accuses rajputs of fabricating history on Hada page

Read this page for a little entertainment  in particular, the last three sentences, setting out the historical repurcussions of that hilarious (and probably fictitious) incident. Is this fit for an encyclopedia? Leave aside veracity, just the choice of words? Yet nobody dare change one comma or fullstop in that page: it is """"owned"""" by that presiding deity of obduracy, the learned protagonist of every page with a remote """"rajput"""" connection.

 Impumozhi's lack of knowledge exposed

His claim about Hada's character  being funny and un-encyclopaedic is actually taken from James Tod's Annals and Antiquities page 384 and 385 Vol-II: 
On the death of the queen Joda Bae, Akbar commanded a court mourning; and that all might testify a participation in their master's affliction, an ordinance was issued that all the Rajput chiefs, as well as the Moslem leaders, should shave the moustache and the beard. To secure compliance, the royal barbers had the execution of the mandate. But when they came to  quarters of the Hadas, in order to remove these tokens of manhood, they were repulsed with buffets and contumely. Then enemies of Rao Bhoj Hada aggravated the crime of this resistance and insinuated to the royal ear that the outrage upon the barbers was accompanied with expressions insulting to memory of the departed princess, who it will be remembered was a rajputani of Marwar.  Akbar, forgetting his vassal's gallant services, commanded that Rao Bhoj should be pinioned and forcibly deprived of his moustache. He might as well have commanded the operation on a tiger. The Hadas flew to there arms, the camp was thrown into tumult, and would have soon presented a wide scene of blood-shed, had not the emperor, seasonably repenting of his folly repaired to the Boondi quarters in person. He expressed his admiration (he might have said his fear) of Hada valour, alighted from his elephant to expostulate with the Rao...

If James Tod thinks this incident is worthy of being mentioned in his book, Annals and Antiquities of Rajasthan, what is wrong in this incident being mentioned on Wikipedia?

 

Incident 2. Deleted the name of famous rajput lady, Maharani Gayatri Devi, from rajputani page, saying she is not a rajput.

His response: .

Impumozhi, on rajputani page deleted the name of Maharani Gayatri Devi . 
Then he was asked why he did so: .

His response was countered on his talk page:  and till date he has not responded. The reason he did not respond is because his lack of knowledge on the topic was thoroughly exposed.

 

Incident 3: Impumozhi tries to get the page of a famous rajput king deleted, but is thwarted.

In another incident he put a tag of db-nonsense on the article Hammir Dev Chauhan  . 
He was asked on the talk page of this article on why he put the CSD tag: . No reasons given till date. Another user, , had to remove this db-nonsense tag: . Here again Impumozhi had no idea about the subject matter but just because a rajput had created this article he put the db-nonsense tag.",0
4356,4356,"fuck you. 

you cant block me. i change mi ip every 5 sec.",1
13576,13576,"Nothing personal Rod, but you really are a stupid turd",1
28565,28565,"Well, that was quick. ) All hits from the original version lead to Wikipedia and her mirrors, so thi wasn't a copy and paste job from the 'net. (talk) 16:49, 5 Oct 2004 (UTC)",0
27645,27645,"Constitutional Challenges of David Kernell Case listed at Redirects for discussion 
An editor has asked for a discussion to address the redirect Constitutional Challenges of David Kernell Case. Since you had some involvement with the Constitutional Challenges of David Kernell Case redirect, you might want to participate in the redirect discussion (if you have not already done so).  — \talk",0
508,508,"""
ok a direct quote from the page for fuck is """"Other uses are dysphemistic: The sexual connotation, usually connected to masturbation (in the case of """"go fuck yourself"""" or """"go fuck your ass"""") is invoked to incite additional disgust, or express anger or outrage. For example, """"Fuck that!"""", """"Fuck no!"""", or """"Fuck you!""""."""" 
thats a bit worse than saying """"masturbation is like taking a good dump"""" mate come on just put it back up and quit being a douche...""",1
6088,6088,I'd rather be a troll than the north end of a south bound mule.,1
7530,7530,dont post boiler plate crap; -),1
10181,10181,"""

 YOU SUCK BIG DONK! 

 Headline text 
LOLZ! L2P YA BIG NUB! WHO SEZ """"SIGH"""" IN RESPONSE TO SOMETHING? WHAT AN AZN! LOLZ! <(^_^)>! THATS KIRBY! PWNED IN THE BUTTOKS! LOLZ! HOW EMBARRASSING! DO YOU EVEN HAVE A JOB? LOL NOOBS""",1
6747,6747,Youngamerican is a chicken shit cock sucking bastard and his mother is a slutty whore!,1
25227,25227,"""

 Quest guide 

Currently a user called  is adding a sort of quest """"guide"""" - without an spoiler warning - to this article. Although I think it's good to describe some of the quests in the article, Wikipedia isn't the place for publishing walkthroughs, so I removed the content.  """,0
21241,21241,"I added what you asked me to add. As I wrote, I'm unable to find the place where it started, so please contact",0
1771,1771,You are all racist. You are all Jews,1
3302,3302,"Sallary controversy The president of the Peabody Essex Museum Dan Monroe makes $578,254.00 a year with full benefits while all the guards are part time with no benefits.

how is my wiki stalker today......
hi there bitch ass, keep this in you  fuck wiki stalker!",1
1324,1324,I am going to murder ZimZalaBim ST47 for being evil homosexual jews.,1
21349,21349,"Dennis, I have not been posting as an IP. Your statement is again the misleading and I think you are well aware of that since I have explained exactly what happened. A number of times going back many weeks I have been logged out of WP for no reason known to me. I have then logged in and identified myself with the comments written as an IP. I feel threatened by your writing that you can find my hometown using my IP. Is that what you intend?",0
22305,22305,"""
The filename """"pussy.jpg"""" is offensive, and also your description of the license was clearly false - the image cannot be """"released by tv"""" and your license stated that you created the image itself. ()(Talk) """,0
1044,1044,"""Christ, you guys are unbelivable. I try to act like an adult and be nice, and all I get is more insults from Repubolican Jacobite...what a scum-bag. I edited the info box because """"contract Murder"""" was a westies hallmark, and should be included in the info box. And as I said before the stuff I put in the lead WAS in the lead for a long time and nobody had a problem with it untill that know-knothing jack-ass Republican Jacobite started his bullshit. He does not know about this group and I do, he can't deal with that fact. He should be banned, not me. I will continue to edit this page. I am willing to cut Niteshit some slack because he is a fellow veteran, but I have lost all patience with Republican jacobite. 

""",1
9862,9862,"Ah yes, she is not insane, she uses highly allusive language, so that another humanities professor can spout nonsense at the taxpayer's expense on what the hallowed cow meant to say.137.205.183.70",1
3087,3087,"R U GUILTY 

I WROTE A COMMENT RETALIATING YOUR FOOLISH ARGUMENTS, AND WHEN I WENT BACK TO CHECK FOR A RESPONSE, THEY WERENT THERE!!!! ON HISTORY, AFTER ME, THERE WAS YOUR NAME LISTED, UNDDER THE SAME TOPIC NAM, WHICH MEANS IT MUST HAVE BEEN U SCARED LITTLE ANIMAL!! IN FUTURE, PLEASE REFRAIN FROM SUCH THINGS, AND THIS JUST GOES TO SHOW FOR YOUR LACK OF CONFIDENCE ABOUT THE BULLSHIT YOU WRITE ABOUT PAKISTANS HISTORY!! IF YOU DOENT LIKE BEING CUT, LEAVE WIKIPEDIA, YOU INEQUIVALENT ANIMAL!!!",1
9309,9309,"Nakon, you deleted the 'Serianna' page.  Unlike 99.9% of other musical artists who don't follow the wikipedia guidelines, Serianna does.  THEY HAVE AN ALBUM THAT CHARTED IN THE UNITED STATES, AND THE PAGE I CREATED HAD A CITATION CONFIRMING THIS.  Quit wasting people's time and only delete pages that DON'T FOLLOW THE WIKIPEDIA GUIDELINES.  If a page meets the guidelines but needs work, make it better rather than deleting it all together.  You're a complete waste of a human being.",1
18477,18477,Nah I wont sign.  STOP DELETING MY COMMENTS!,0
4944,4944,"Also, Alai, I think you should really ask yourself what you have contributed to this article, apart from bitching about and disrupting the page every few weeks like a possessed one. -",1
194,194,"Moral Defense, you slimy toad you.",1
10583,10583,"I have a big Penis, and everyone should note, that I'm someone that no one has any proof of, other than random IP addresses, and an annoying sense of having no life at all. Make a note of it. 46.165.221.230",1
1015,1015,"""

 I HATE YOU >:( 

  for deliting pages stay away from my pages   """,1
9905,9905,"You're just a vandal

You are not helping Wikipedia with all your blatant vandalizations of Warner Bros. cartoons. Leave and never return, please. 72.37.171.100",1
863,863,"Whatever, dumbass. 

Go eat Jimbo's pussy.",1
30480,30480,You are right. But it is not actually a bad faith comment more a result of months of experience of Lar's actions.,0
12590,12590,"He is, however, definitely a gigantic cocksucking faggot. I have no sources that state otherwise but I think it's pretty obvious.",1
16038,16038,"""

 Rajputs, not Rajasthanis...right? -P 

Prof. Hancock's studies mention that the Romani people are most closely related to the Punjabis and Rajputs, I'm pretty sure - not Rajasthanis. He calls Proto-Romani """"Rajputic."""" The distinction is important; if they are partly descended from Rajputs, who were never really confined to any one part of India, that would explain the linguistic variation within the Indic words in Romani. 

For example, why the use of """"-o"""" instead of """"-aa"""" at the end of masculine nouns/adjectives in Romani? This is certainly a characteristic of Gujarati and Sindhi, but is it a characteristic of Rajasthani languages? Anyway, if I'm wrong in making the last change I made as of now, I'll be happy to revert it myself. 
Oh, of course,  """,0
26294,26294,"""
As already explained, the word """"doc"""" refers to template documentation - and while there are indeed many of those, since I was only editing one template it's not difficult to figure out which documentation is meant. Gnoming edits do not need paragraphs of explanation - """"doc"""" is as acceptable as your """"tidyup"""" or """"tweaks"""", even more so perhaps because it gives """"why"""" instead of """"what"""".   """,0
3932,3932,"Whatever 

Get a fucking life, you sad fool. You just sit here and edit Wikipedia every hour, do you even eat? Get some fresh air, instead your ass is glued to the screen. Have a good day, sir.",1
23065,23065,ARIN WHOIS database information → Optimum Online (Cablevision Systems); IP address block 69.112.48.0 - 69.112.55.255,0
11865,11865,SparkyFox: Fuck you asswipes,1
16466,16466,that is to say are you gay or straight?,0
21821,21821,"AfD of John D. Hawks
This article was attacked as nonnotable and proposed for deletion. You can comment atWikipedia:Articles_for_deletion/John_D._Hawks#John_D._Hawks.",0
11369,11369,I said go fuck yourself you robotic piece of cunt.,1
24994,24994,"""

 Removed for offendinmg Mr Neblett's sacred sensibility 

Removed by Mr Neblett's soc puppet from this diccussion page:
 
− TAB
 I guess some animals are more equal than others 
TAB 
− TABTAB 
− TAB
And this no talent hack of a prep school kid who has gotten everywhere in life by reason solely of playng race card politics also gets special treatment from wikipedia. no one else gets to write their own bio except mr neblett.
TAB 
− TABTAB 
− TAB
oh well, wikipedia  and wales  demnstarate the lack of integrity about the project ... again ... — Preceding unsigned comment added by 31.185.188.17   """,0
24570,24570,"Images 

< I'd like to know why all images from this article have been removed...",0
10399,10399,"My Talk Page
Why can't I blank my own talk page, ass?",1
1803,1803,"Freak 

Everybody laughs at you behind your back.",1
28350,28350,"Here's lookin' at you,Eyrian! You both violated the 3RR.",0
26666,26666,"""

 Edit request on 6 February 2012 

Definition of Islamophobia
 Literal Definition of Phobia
pho·bi·a (fō'bē-ə): A persistent, abnormal, and irrational fear of a specific thing or situation that compels one to avoid it, despite the awareness and reassurance that it is not dangeroushttp://dictionary.reference.com/browse/Phobia.

 According to the Organisation of The Islamic Conference: 
""""Islamophobia signifies the contemporary proliferation of discrimination against Muslims and distortion of Islam and is partly due to the ignorance and lack of understanding of Islam in the West. It would be an unfortunate error in judgment in believing that Islam is linked to terror; that it is intolerant of other religious beliefs, that its values and practices are not democratic; that it favors repression of freedom of expression and undermining human rights.""""http://www.oic-oci.org/uploads/file/Islamphobia/Islamophobia_rep_May_23_25_2009.pdf

  """,0
15797,15797,"""

Nope, I didn't read the guide to appealing, didn't have time. The user in question IS engaged in harassment, I've been doing this long enough to know and I can prove it. He/she immediately placed a threatening notice of blocking me permanently on my user page, reverted the article while I was in the midst of editing it (my second pass, couldn't even preview changes), then changed his/her mind as to my real wiki-sin, since the onus for proving the Doris Day available as PD on archive.org was on him/her not me and the usual span for pre-Bern had expired long ago, ... decided my REAL sin was Original Research (oh noes), and continued to revert based on that. Does OR add clutter? Sure it can, but if the user in question was REALLY concerned about that, about the quality of the article and about extraneous details, WHY DIDN'T HE/SHE EVEN NOTICE two paragraphs already there, comprising about 1/3 of the entire article, dealt with Norman Schwarzkopf, an unrelated book and an unrelated ice cream store name? I'll tell you why: the user wasn't engaged in good-faith/goodwill editing and the normal back-and-forth that leads to better articles. He/she was involved in blocking input to the article. Why? Was it personal against me, or was it to preserve the existing content of the article, including the false claims and extraneous material not even concerned with ther subject at hand? I can only speculate, but I'd guess it's some sort of power trip and wiki-bullying. I don't really have time for this. I have made a fair number of very good edits over the years and have usually refrained from saying anything that isn't directly related to content and improving articles. I could pretend this user didn't do what he/she did, but I'm wasting my own time here and I don't really have a stake in any such pretense. I don't have any stake in improving this article either, no dog in the race, I just see how it can be improved and made more informative. As a long-term wikipedia user and editor, I don't see any problem in jumping in and fixing something. I almost expect some sort of pushback now, but not over completely minor edits which are very good and on-target in very minor stub-like articles. The problem isn't me here, it's that if people such as the user in question can get away with this sort of behavior, and they are getting away with it, wikipedia becomes a much poorer place, a playground filled with bullies rather than a library where we can all learn and share. Also, I don't recal ever having called him/her a bot, I think you put those words in my mouth, perhaps inadvertently. His/her behavior is malicious, but probably not malware, just the normal human collection of problems. I think this user should be warned against trying to be a gatekeeper, he/she isn't quite qualified for that at this point anyway, and it's having a very chilling effect across wikipedia. I won't egnage in a battle of the wikipedia rule acronyms, I will continue to write in English, and to read articles on wikipedia in English, and to think of ways to improve them in English. I am fully aware of how the terms """"vandlism"""" are used and misused here, and most of the rest of the wikijargon. Nothing new under the sun here. If you read the edits I made carefully, and note the times of the reverts and the history of actions by that other user, you will see I'm not off the mark here at all. I know what's going on. I don't know why, but I don't have to, and I expect the motivations aren't interesting. Respond if you have anything to say.   """,0
26288,26288,I'm not accusing anyone of being a wikipedia review partisan. I'm accusing people of aiding the bad against the good.,0
11634,11634,"Royal just name. User:Cossde / Royal College, Colombo not owner.
Restaurants, hair saloons, travel agents, elders homes, shops named Royal with out Royal charter jobless sick wiki fucker.",1
24675,24675,"""

The artwork has since been updated to only have one """"d"""" in birthday.  (http://www.thekillersmusic.com/story/news/artwork_for_happy_birthday_guadalupe)  I've changed all birthddays to birthdays in the article but I don't know how to upload the new artwork so if someone could do that, that would be great! 24.251.33.38  """,0
4729,4729,"""

Comments such as """"U ANNOYIN BIITCH.. WHY U KEEP ON REVERTIN WAT I JUS DID? SMH LOSER ASS CRACKA WHO WANNA BE PUERTO RICAN"""" and """"YOU ARE A CRACKA A55 BiiTCH"""" are completely beyond the pale here.  Don't do it again.   """,1
25679,25679,"Its ok, I went ahead and closed it.  It was inadvertant!  We all make mistakes, you are not a regular edit warrer so, a block here would be innapropriate.",0
8904,8904,"""

 re: msg 

you must understand that the sentence in question was originally added as a joke (by me, and i regret that), but later was restructured and even supported with a botched up """"evidence"""" by someone with a vested interest of laundering the effects of msg. there is no evidence of the effects on humans being different from that on rats. the """"supporting study"""" that i keep deleting is a non-scientific SURVEY. GIMME A BREAK! some freakin SURVEY is used to PROVE that msg does not cause obesity in people???

just flip a few weeks back in the history and you will see how the original subsection appeared.""",1
3840,3840,"""

  BREAKING NEWS!!!! I KNOW THIS IS ONLY FOR THE FRONT PAGE, BUT THIS DESERVES IT!!!!!!!!!!  

 Okay. First let me start off by saying that people DO post breaking news, etc. on here. Like t on sept 11th 2001, etc. 
   
  Anyway there is this new website called """"i-doser.com"""" where you can virtually take drugs, such as marijuana, heroin, pills to make it so you can have lucid dreams, etc.""""  
   
People this is extremely serious. I mean we have to make like an article about this or SOMEHTING. Hello you idiots. I mean what if little 8 year olds kids do this eh?  WE are going to make an article about this. Let's discuss it here.  """,1
16373,16373,"Sounds like it's time for a new entry: Wikipedia Cabal (There Is No Cabal)! (Yes, I'm being sarcastic.)  15:53, 19 Nov 2003 (UTC)",0
20737,20737,"""
Thank you, but please tell """"Some guy"""" that my message to him was not a personal attack, as I noted above.  I would do this myself but I can only post on my own talk page given I'm blocked.   Please also explain why you believe I lied about anything.   """,0
7079,7079,"""

 Missing affix defining ligands 
A troll wrote """"DICKS"""" here. Also, the link to the ACS webpage is broken.   """,1
3018,3018,"Hi Motherfucker Zhanzhao, are you a slant-eyed chink or a blackie indian or both? 

Says the above. Answer my question, Fucker. 218.186.12.250",1
28375,28375,", 4 August 2009 (UTC)

 Georgewilliamherbert, I don't understand how you could have read the discussion at WP:ANI and concluded that I was in any way harassing or attacking Wikifan12345.

 My edits today were simply in reply to User:Awickert's request for diffs. Remove them if you want. It makes no difference to me.

 Can you please provide you reasoning here because I do not understand it whatsoever?

 Please, Georgewilliamherbert, can you list the statements that I have made that constitute personal attacks or harassment against Wikifan12345?
  00:44",0
23833,23833,"Thanks for the suggestion, noted and linked.",0
22292,22292,"""
This is Wikipedia. Anyway, OR is just a rule of thumb, often a very flawed one. I'll take the weight of evidence in regard to past behavior instead. """,0
2137,2137,"Hum!!! 

You're a pig!!!",1
2021,2021,"Hello 

You are a racist! From 108.67.65.222",1
3071,3071,"Oh! I found out what his knickers are in a not about, Kev said 'fuck off idiot' in his edit summary to his first defacement of our talk page! ROFLMAO! That's brilliant, nice work Kev, making friends already. P Please make friends with the LESS crazy type of wiki-fascist PLEASE? xAidenx",1
17333,17333,do i need to file an rfc before arbitration?   i think arbitration asks for proof of trying to work things ou or something like that.,0
15226,15226,"I have nothing but contempt for such people, and I'm merely voicing that contempt.  Stupid people who know nothing about anything should be shamed into silence.  I don't know why you would try to shield mental deficients whose opinions are worthless from criticism and insults?",1
23034,23034,"LOL i know it seems stupid, i'm just not normally so forward. I can ask him for what I want, but he's already been asked... ( why should I have to repeat myself? All I want is for him to come over, and I will personally show him all the things that I want to do to him. You can watch in extasy and then everyone is satisfied, no? why do you think he is hesitating? maybe he's just finally settled down to the regular family life? i don't know, you certainly know him better than me!",0
9875,9875,"Bearcrap, nothing is more amusing than having you NDP attack queers replace my factual edits with your farcical versions. IP banning? Very limp-wristed.",1
21350,21350,"""

 your categorisation of me 

Hi there, you say that you drive me crazy. That's not right, I was messed up long before I met you.:( I'm saying that in a self-mocking, only half-kidding tone.  """,0
27715,27715,"Ways to improve Gulrej khan king 

Hi, I'm Lstanley1979. Gulrej khan king, thanks for creating Gulrej khan king!

I've just tagged the page, using our page curation tools, as having some issues to fix. Hi! thanks for uploading the article.

The tags can be removed by you or another editor once the issues they mention are addressed. If you have questions, you can leave a comment on my talk page. Or, for more editing help, talk to the volunteers at the Teahouse.",0
18727,18727,chris carter was killed on the columbine school grounds.,0
25910,25910,That is all I ask for now.,0
18764,18764,"Im not trying to be funny but, which part of the Electromotive force and voltage difference para are you having difficulty with?",0
27266,27266,"""

IFD
 Image:Matt chats to Jinty!!.jpg listed for deletion 
  An image or media file that you uploaded or altered, Image:Matt chats to Jinty!!.jpg, has been listed at Wikipedia:Images and media for deletion. Please look there to see why this is (you may have to search for the title of the image to find its entry), if you are interested in it not being deleted. Thank you.  | Talk .  | Talk """,0
4588,4588,"Miz 

Cut the shit, son. Stop reverting the changes before you are reported to the admins.",1
9711,9711,"""

all above text is used as proof. do you want me to sue you guys? you call yourselves """"THE FREE ENCYCLOPEDIA"""".
What kind of bull crap is that? anybody can edit? yeah except for when you block them! You should be glad i havent taken action yet, because i was personally attacked by one of your """"administrators"""" on here! Couple monthes ago i tried putting a page on here, LIKE IM ALLOWED TO RIGHT? THE """"FREE"""" ENCYCLOPEDIA! And the user took it off and called my dreams and goals """"an inside joke"""" and """"made up""""! HOW WOULD YOU FEEL? YOU KNOW THAT'D BE LIKE ME SAYING TO A GUITARIST, YOU DONT REALLY PLAY GUITAR THATS JUST A JOKE! YOUR NOT REALLY 40 YEARS OLD YOUR 20! I am gonna be famous one day, and have videos on youtube and a peice of shit employee of yours calls it a joke. u should really talk to that bitch!! maybe fire her/him! I GUESS YOU ARENT AWARE OF THIS ARE YOU? how the fuck are you jokes even making any money off this BULL SHIT!!! WIKIPEDIA SHOULD BE SHUT DOWN! u wont last assholes!""",1
16647,16647,"""
Agreed, but how would you describe it ? It is not a design, but what is it ? 
When you find the answer to that question, you'll find a great way to label the image.   ☏ 11:23, 25 Jun 2012 (UTC)""",0
11718,11718,"FUCK YOU! FUCK EVERYBODY HERE AND THEIR FUCKING GAY RULES! YOU CAN ALL BURN IN HELL, YOU SLUT, WHORE, MOTHERFUCKER, BITCH, FAGGOT, DICK, ASSHOLE, DOUCHEBAG, NIGGER, COCKSUCKER, CUNT, COW!",1
3656,3656,"""

That's laughable. I tried editing and I was completely civil at the time. I was incorrectly accused of being a sockpuppet and banned without any evidence being presented. In fact, when I tried to appeal it the admins mocked my appeals and didn't address my arguments. So when I'm told I need to play nice and wikipedia wants new editors I know it is completely bullshit. If wikipedia really wanted new editors they wouldn't falsely accuse and ban people for shit they aren't guilty of. We all know the truth, you will get banned for """"wrongthink."""" Nothing on wikipedia really has to do with policy. 

Hell, I'll even show you my account if you want. Why would I bother making another one when it would just get banned without justification? 67.42.180.219  """,1
28165,28165,"""
Donald is right.  Talk• Follow """,0
18596,18596,"Im not sure what broke, but until its fixed ill stop running it. (unless Im manually watching it and checking its edits) βcommand",0
7267,7267,""":::Damn you, Hugh! Circles are a pain in the ass to draw in GIMP/Photoshop - but for you ... How do you suggest - a """"blow out"""" zoomin in (otherwise IoM and CI area always going to be hard to see.) A circle is tough too because it is going to cut into northern Frace to take in the CI. pléigh 

""",1
26042,26042,", since he made the initial sock puppet report",0
26814,26814,What is wrong?  Why won't the rest of the page show up?  Is Wikipedia having difficulty with the technology?,0
2455,2455,"Your Age 

You might want to rethink advertising your age.  Not many people are going to take seriously some snot-nosed, wet-behind-the-ears punk kid.",1
23517,23517,"admin 

ok i will search for an admin. you delete krivosheev which is one of the most reliable sources for russian casualties...",0
8767,8767,"frozen is gay 

frozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gayfrozen is gay",1
4524,4524,"fuck you 

Funny how a wikipedia article i tried to create is now an actual article.",1
22610,22610,"""

 Mohit for deletion 

Hi, could you check this article out? I am 100% sure that it is a hoax. But those voting for it at the deletion page aren't sure. Could you give your opinion?Talk """,0
1843,1843,"YOU RACIST PERSON! I BET U  WANT ME TO DIE ON THE STREETS BECAUSE I CANT REAESARCH THE WAR THANK YTO YOU. I NEED THIS TO GO TO HARVARD AND CA,BRIDGE BUT I CANT THNAKS TO U...",1
11631,11631,By the way I wasn't joking when I welcomed Athenian very politely to the albanian page.Wikipedia sucks!,1
17975,17975,"It doesn't sound like there is a copyright issue as that would be in the public domain, however the question is whether posting a whole speech is encyclopedic.  It sounds more like material for Wikisource.   (talk,",0
5941,5941,"Nick GaS is coming back! 

It's coming to the UK! 
Cyphoidbomb is gay! 
It's coming to the UK! 
Cyphoidbomb is gay!",1
7185,7185,"You are fighting a loseing battle dude,the championships will NOT be added,and thats that,understand rookie?",1
7724,7724,"""
Without playing your silly game no more, I'll just skip to the point and suggest a new sentence:

""""This argument has been cited by most American physical and cultural anthropologists as evidence that racial categories are biologically meaningless, and that behavioral differences between groups cannot have any genetic underpinnings. Physical and cultural anthropologists in other countries, most notably Russia and China are mostly of the opposite opinion, and believe racial categories are biologically meaningful. Likewise, the majority of forensic anthropologists, biologists and developmental psychologists believe race is biologically meaningful.""""  """,1
16594,16594,"The goal.com article is simply a reprint of the Rund article which you have already suggested three times. I have explained above why it isn't in the article. The fact that she has written a testimonial for the website of a fashion designer she likes is neither noteworthy nor encyclopedic. Again, this is something for her personal website, not an encyclopedia article.",0
2312,2312,"In general, I'm sick of your obnoxious excuses and immature piling-up. This will be all. — | talk",1
21909,21909,"User:Jinxmchue
I see you reverted his page. I verified through an off-wiki private message that the IP editor who changed his page was him, so that was how he wanted it. -",0
8410,8410,"""

 Stephan Schulz is a moron 
I attest that Stephan Schulz is a narrow-minded moron.  All over this discussion, he puts people down and ridicules people because they don't agree with him.  Schulz is a loser with no life and nothing better to do than to keep this article on a short leash.  If you go to his page and read his writings you'll find that he's a socialist moron with no real education related to climatology, and has nothing real to add to the conversion except what's been spewed by the UN yes-men """"scientists"""" who call themselves the IPCC.  """,1
27499,27499,CHUCK NORRIAS IS JUST STRAIGHT BAD!!!,0
3286,3286,"if they dont score a milliuon goals for vinnies, the shits",1
27660,27660,"""]  

Page Contents
On a more general note, should there really be a subheader for this particular case when it's the only entry under the """"AHBL In Court"""" header?  

New links
A new user added pages for several of the people and organizations associated with AHBL. When I followed the links, there wasn't a lot of content available. I removed the leetspeak with extreme prejudice (hopefully the newbie doesn't read edit summaries, lest he feel bitten), and I added what I know, but what I know is basically limited to what I've read about the lawsuit. Those of you who are more familiar with the people involved and in some cases appear to be the people involved might want to take a look and see if there's anything that needs to be added or deleted. (How does the subject of a bio adding information intereact with the Original research policy? Think about it.)  
 I dont mind DCB4W ) I'm glad you're here because it looks like two parties are in conflict with eachother and they were the main contributors to this article.  Note, someone just deleted the Brian J. Bruns article with no discussion, after Bruns kept blanking reference to this: http://www.co.suffolk.ny.us/da/press/2002/06_26_02.htm""",0
12134,12134,"WHATEVER, FUCK YOU ALL!!!",1
17262,17262,The 'Security Features' reference in the infobox says nothing about the scurity features. Please fix that.,0
5534,5534,"Wow, you're dumb.  Didn't you hear the next line about Nokia being Scandanavian?  That line was to make fun of a character.  Although, I thought it was interesting that all the Autobots that showed car company logos were all GM....",1
22694,22694,"""
Keep The term is pretty legit and consistent. It is common. TalkContribs """,0
